kota_kabupaten;kecamatan;jumlah_penduduk;kepadatan_penduduk;jumlah_anak(0-17th);jumlah_usia_produktif(15-64th);jumlah_penduduk_pria;jumlah_penduduk_perempuan;jenis_fasilitas_olahraga;jumlah
Jakarta Utara;Tanjung Priok;422.294;18.719;123.235;297.180;211.367;208.188;bola voli;5
Jakarta Utara;Tanjung Priok;422.294;18.719;123.235;297.180;211.367;208.188;bulu tangkis;23
Jakarta Utara;Tanjung Priok;422.294;18.719;123.235;297.180;211.367;208.188;basket;2
Jakarta Utara;Tanjung Priok;422.294;18.719;123.235;297.180;211.367;208.188;atletik;0
Jakarta Utara;Tanjung Priok;422.294;18.719;123.235;297.180;211.367;208.188;tenis meja;5
Jakarta Utara;Tanjung Priok;422.294;18.719;123.235;297.180;211.367;208.188;golf;0
Jakarta Utara;Tanjung Priok;422.294;18.719;123.235;297.180;211.367;208.188;senam;0
Jakarta Utara;Tanjung Priok;422.294;18.719;123.235;297.180;211.367;208.188;gedung olahraga;6
Jakarta Utara;Tanjung Priok;422.294;18.719;123.235;297.180;211.367;208.188;stadion;0
Jakarta Utara;Tanjung Priok;422.294;18.719;123.235;297.180;211.367;208.188;gelanggang kecamatan;6
Jakarta Utara;Tanjung Priok;422.294;18.719;123.235;297.180;211.367;208.188;gelanggang kotamadya;1
Jakarta Utara;Cilincing;453.027;10.866;147.226;313.222;222.524;217.711;tenis;0
Jakarta Utara;Cilincing;453.027;10.866;147.226;313.222;222.524;217.711;sepak bola;2
Jakarta Utara;Cilincing;453.027;10.866;147.226;313.222;222.524;217.711;kolam renang;0
Jakarta Utara;Cilincing;453.027;10.866;147.226;313.222;222.524;217.711;bola voli;1
Jakarta Utara;Cilincing;453.027;10.866;147.226;313.222;222.524;217.711;bulu tangkis;4
Jakarta Utara;Cilincing;453.027;10.866;147.226;313.222;222.524;217.711;basket;1
Jakarta Utara;Cilincing;453.027;10.866;147.226;313.222;222.524;217.711;atletik;0
Jakarta Utara;Cilincing;453.027;10.866;147.226;313.222;222.524;217.711;tenis meja;0
Jakarta Utara;Cilincing;453.027;10.866;147.226;313.222;222.524;217.711;golf;0
Jakarta Utara;Cilincing;453.027;10.866;147.226;313.222;222.524;217.711;senam;0
Jakarta Utara;Cilincing;453.027;10.866;147.226;313.222;222.524;217.711;gedung olahraga;0
Jakarta Utara;Cilincing;453.027;10.866;147.226;313.222;222.524;217.711;stadion;0
Jakarta Utara;Cilincing;453.027;10.866;147.226;313.222;222.524;217.711;gelanggang kecamatan;0
Jakarta Utara;Cilincing;453.027;10.866;147.226;313.222;222.524;217.711;gelanggang kotamadya;0
Jakarta Utara;Koja;352.474;30.481;112.003;244.041;176.790;172.014;tenis;2
Jakarta Utara;Koja;352.474;30.481;112.003;244.041;176.790;172.014;sepak bola;2
Jakarta Utara;Koja;352.474;30.481;112.003;244.041;176.790;172.014;kolam renang;2
Jakarta Utara;Koja;352.474;30.481;112.003;244.041;176.790;172.014;bola voli;0
Jakarta Utara;Koja;352.474;30.481;112.003;244.041;176.790;172.014;bulu tangkis;0
Jakarta Utara;Koja;352.474;30.481;112.003;244.041;176.790;172.014;basket;0
Jakarta Utara;Koja;352.474;30.481;112.003;244.041;176.790;172.014;atletik;2
Jakarta Utara;Koja;352.474;30.481;112.003;244.041;176.790;172.014;tenis meja;0
Jakarta Utara;Koja;352.474;30.481;112.003;244.041;176.790;172.014;golf;0
Jakarta Utara;Koja;352.474;30.481;112.003;244.041;176.790;172.014;senam;0
Jakarta Utara;Koja;352.474;30.481;112.003;244.041;176.790;172.014;gedung olahraga;0
Jakarta Utara;Koja;352.474;30.481;112.003;244.041;176.790;172.014;stadion;0
Jakarta Utara;Koja;352.474;30.481;112.003;244.041;176.790;172.014;gelanggang kecamatan;0
Jakarta Utara;Koja;352.474;30.481;112.003;244.041;176.790;172.014;gelanggang kotamadya;0
Jakarta Utara;Kelapa Gading;146.301;8.953;36.155;102.603;70.582;73.394;tenis;7
Jakarta Utara;Kelapa Gading;146.301;8.953;36.155;102.603;70.582;73.394;sepak bola;0
Jakarta Utara;Kelapa Gading;146.301;8.953;36.155;102.603;70.582;73.394;kolam renang;0
Jakarta Utara;Kelapa Gading;146.301;8.953;36.155;102.603;70.582;73.394;bola voli;1
Jakarta Utara;Kelapa Gading;146.301;8.953;36.155;102.603;70.582;73.394;bulu tangkis;0
Jakarta Utara;Kelapa Gading;146.301;8.953;36.155;102.603;70.582;73.394;basket;1
Jakarta Utara;Kelapa Gading;146.301;8.953;36.155;102.603;70.582;73.394;atletik;0
Jakarta Utara;Kelapa Gading;146.301;8.953;36.155;102.603;70.582;73.394;tenis meja;0
Jakarta Utara;Kelapa Gading;146.301;8.953;36.155;102.603;70.582;73.394;golf;0
Jakarta Utara;Kelapa Gading;146.301;8.953;36.155;102.603;70.582;73.394;senam;0
Jakarta Utara;Kelapa Gading;146.301;8.953;36.155;102.603;70.582;73.394;gedung olahraga;1
Jakarta Utara;Kelapa Gading;146.301;8.953;36.155;102.603;70.582;73.394;stadion;0
Jakarta Utara;Kelapa Gading;146.301;8.953;36.155;102.603;70.582;73.394;gelanggang kecamatan;0
Jakarta Utara;Kelapa Gading;146.301;8.953;36.155;102.603;70.582;73.394;gelanggang kotamadya;0
Jakarta Utara;Tanjung Priok;422.294;18.719;123.235;297.180;211.367;208.188;tenis;0
Jakarta Utara;Tanjung Priok;422.294;18.719;123.235;297.180;211.367;208.188;sepak bola;1
Jakarta Utara;Tanjung Priok;422.294;18.719;123.235;297.180;211.367;208.188;kolam renang;2
Jakarta Utara;Tanjung Priok;422.294;18.719;123.235;297.180;211.367;208.188;bola voli;0
Jakarta Utara;Tanjung Priok;422.294;18.719;123.235;297.180;211.367;208.188;bulu tangkis;4
Jakarta Utara;Tanjung Priok;422.294;18.719;123.235;297.180;211.367;208.188;basket;0
Jakarta Utara;Tanjung Priok;422.294;18.719;123.235;297.180;211.367;208.188;atletik;0
Jakarta Utara;Tanjung Priok;422.294;18.719;123.235;297.180;211.367;208.188;tenis meja;0
Jakarta Utara;Tanjung Priok;422.294;18.719;123.235;297.180;211.367;208.188;golf;0
Jakarta Utara;Tanjung Priok;422.294;18.719;123.235;297.180;211.367;208.188;senam;0
Jakarta Utara;Tanjung Priok;422.294;18.719;123.235;297.180;211.367;208.188;gedung olahraga;0
Jakarta Utara;Tanjung Priok;422.294;18.719;123.235;297.180;211.367;208.188;stadion;0
Jakarta Utara;Tanjung Priok;422.294;18.719;123.235;297.180;211.367;208.188;gelanggang kecamatan;0
Jakarta Utara;Tanjung Priok;422.294;18.719;123.235;297.180;211.367;208.188;gelanggang kotamadya;0
Jakarta Utara;Pademangan;171.335;13.815;49.003;120.754;86.127;83.300;tenis;0
Jakarta Utara;Pademangan;171.335;13.815;49.003;120.754;86.127;83.300;sepak bola;0
Jakarta Utara;Pademangan;171.335;13.815;49.003;120.754;86.127;83.300;kolam renang;0
Jakarta Utara;Pademangan;171.335;13.815;49.003;120.754;86.127;83.300;bola voli;0
Jakarta Utara;Pademangan;171.335;13.815;49.003;120.754;86.127;83.300;bulu tangkis;0
Jakarta Utara;Pademangan;171.335;13.815;49.003;120.754;86.127;83.300;basket;0
Jakarta Utara;Pademangan;171.335;13.815;49.003;120.754;86.127;83.300;atletik;0
Jakarta Utara;Pademangan;171.335;13.815;49.003;120.754;86.127;83.300;tenis meja;0
Jakarta Utara;Pademangan;171.335;13.815;49.003;120.754;86.127;83.300;golf;0
Jakarta Utara;Pademangan;171.335;13.815;49.003;120.754;86.127;83.300;senam;0
Jakarta Utara;Pademangan;171.335;13.815;49.003;120.754;86.127;83.300;gedung olahraga;1
Jakarta Utara;Pademangan;171.335;13.815;49.003;120.754;86.127;83.300;stadion;0
Jakarta Utara;Pademangan;171.335;13.815;49.003;120.754;86.127;83.300;gelanggang kecamatan;0
Jakarta Utara;Pademangan;171.335;13.815;49.003;120.754;86.127;83.300;gelanggang kotamadya;0
Jakarta Utara;Penjaringan;329.789;8.982;92.379;230.585;162.640;158.900;tenis;0
Jakarta Utara;Penjaringan;329.789;8.982;92.379;230.585;162.640;158.900;sepak bola;2
Jakarta Utara;Penjaringan;329.789;8.982;92.379;230.585;162.640;158.900;kolam renang;0
Jakarta Utara;Penjaringan;329.789;8.982;92.379;230.585;162.640;158.900;bola voli;2
Jakarta Utara;Penjaringan;329.789;8.982;92.379;230.585;162.640;158.900;bulu tangkis;2
Jakarta Utara;Penjaringan;329.789;8.982;92.379;230.585;162.640;158.900;basket;1
Jakarta Utara;Penjaringan;329.789;8.982;92.379;230.585;162.640;158.900;atletik;0
Jakarta Utara;Penjaringan;329.789;8.982;92.379;230.585;162.640;158.900;tenis meja;0
Jakarta Utara;Penjaringan;329.789;8.982;92.379;230.585;162.640;158.900;golf;0
Jakarta Utara;Penjaringan;329.789;8.982;92.379;230.585;162.640;158.900;senam;0
Jakarta Utara;Penjaringan;329.789;8.982;92.379;230.585;162.640;158.900;gedung olahraga;0
Jakarta Utara;Penjaringan;329.789;8.982;92.379;230.585;162.640;158.900;stadion;0
Jakarta Utara;Penjaringan;329.789;8.982;92.379;230.585;162.640;158.900;gelanggang kecamatan;0
Jakarta Utara;Penjaringan;329.789;8.982;92.379;230.585;162.640;158.900;gelanggang kotamadya;0
